Postcode,Offence,Year,State,LGA,violence_count,Person_Population_Number_Total,Population_Density
NA,NA,2012,NA,Goyder,NA,"4,245",0.6
NA,NA,2013,NA,Goyder,NA,"4,254",0.6
NA,NA,2014,NA,Goyder,NA,"4,256",0.6
NA,NA,2015,NA,Goyder,NA,"4,251",0.6
NA,NA,2016,NA,Goyder,NA,"4,240",0.6
NA,NA,2017,NA,Goyder,NA,"4,240",0.6
NA,NA,2011,NA,Grant,NA,-,-
NA,NA,2012,NA,Grant,NA,"7,946",4.2
NA,NA,2013,NA,Grant,NA,"7,993",4.2
NA,NA,2014,NA,Grant,NA,"8,144",4.3
NA,NA,2015,NA,Grant,NA,"8,282",4.4
NA,NA,2016,NA,Grant,NA,"8,417",4.4
NA,NA,2017,NA,Grant,NA,"8,483",4.5
NA,NA,2011,NA,Holdfast Bay,NA,-,-
NA,NA,2012,NA,Holdfast Bay,NA,"36,215",2633.4
NA,NA,2013,NA,Holdfast Bay,NA,"36,282",2638.3
NA,NA,2014,NA,Holdfast Bay,NA,"36,354",2643.5
NA,NA,2015,NA,Holdfast Bay,NA,"36,425",2648.7
NA,NA,2016,NA,Holdfast Bay,NA,"36,537",2656.8
NA,NA,2017,NA,Holdfast Bay,NA,"36,671",2666.6
NA,NA,2011,NA,Kangaroo Island,NA,-,-
NA,NA,2012,NA,Kangaroo Island,NA,"4,576",1
NA,NA,2013,NA,Kangaroo Island,NA,"4,630",1.1
NA,NA,2014,NA,Kangaroo Island,NA,"4,694",1.1
NA,NA,2015,NA,Kangaroo Island,NA,"4,761",1.1
NA,NA,2016,NA,Kangaroo Island,NA,"4,836",1.1
NA,NA,2017,NA,Kangaroo Island,NA,"4,877",1.1
NA,NA,2011,NA,Karoonda East Murray,NA,-,-
NA,NA,2012,NA,Karoonda East Murray,NA,"1,074",0.2
NA,NA,2013,NA,Karoonda East Murray,NA,"1,088",0.2
NA,NA,2014,NA,Karoonda East Murray,NA,"1,103",0.2
NA,NA,2015,NA,Karoonda East Murray,NA,"1,118",0.3
NA,NA,2016,NA,Karoonda East Murray,NA,"1,121",0.3
NA,NA,2017,NA,Karoonda East Murray,NA,"1,126",0.3
NA,NA,2011,NA,Kimba,NA,-,-
NA,NA,2012,NA,Kimba,NA,"1,109",0.2
NA,NA,2013,NA,Kimba,NA,"1,103",0.2
NA,NA,2014,NA,Kimba,NA,"1,097",0.2
NA,NA,2015,NA,Kimba,NA,"1,089",0.2
NA,NA,2016,NA,Kimba,NA,"1,083",0.2
NA,NA,2017,NA,Kimba,NA,"1,074",0.2
NA,NA,2011,NA,Kingston,NA,-,-
NA,NA,2012,NA,Kingston,NA,"2,370",0.7
NA,NA,2013,NA,Kingston,NA,"2,380",0.7
NA,NA,2014,NA,Kingston,NA,"2,392",0.7
NA,NA,2015,NA,Kingston,NA,"2,403",0.7
NA,NA,2016,NA,Kingston,NA,"2,415",0.7
NA,NA,2017,NA,Kingston,NA,"2,406",0.7
NA,NA,2011,NA,Light,NA,-,-
NA,NA,2012,NA,Light,NA,"14,220",11.1
NA,NA,2013,NA,Light,NA,"14,440",11.3
NA,NA,2014,NA,Light,NA,"14,644",11.5
NA,NA,2015,NA,Light,NA,"14,890",11.7
NA,NA,2016,NA,Light,NA,"15,048",11.8
NA,NA,2017,NA,Light,NA,"15,219",11.9
NA,NA,2011,NA,Lower Eyre Peninsula,NA,-,-
NA,NA,2012,NA,Lower Eyre Peninsula,NA,"5,186",1.1
NA,NA,2013,NA,Lower Eyre Peninsula,NA,"5,300",1.1
NA,NA,2014,NA,Lower Eyre Peninsula,NA,"5,426",1.1
NA,NA,2015,NA,Lower Eyre Peninsula,NA,"5,540",1.2
NA,NA,2016,NA,Lower Eyre Peninsula,NA,"5,661",1.2
NA,NA,2017,NA,Lower Eyre Peninsula,NA,"5,721",1.2
NA,NA,2011,NA,Loxton Waikerie,NA,-,-
NA,NA,2012,NA,Loxton Waikerie,NA,"11,511",1.5
NA,NA,2013,NA,Loxton Waikerie,NA,"11,571",1.5
NA,NA,2014,NA,Loxton Waikerie,NA,"11,671",1.5
NA,NA,2015,NA,Loxton Waikerie,NA,"11,716",1.5
NA,NA,2016,NA,Loxton Waikerie,NA,"11,730",1.5
NA,NA,2017,NA,Loxton Waikerie,NA,"11,745",1.5
NA,NA,2011,NA,Mallala,NA,-,-
NA,NA,2012,NA,Mallala,NA,"8,576",9.2
NA,NA,2013,NA,Mallala,NA,"8,646",9.3
NA,NA,2014,NA,Mallala,NA,"8,744",9.4
NA,NA,2015,NA,Mallala,NA,"8,819",9.5
NA,NA,2016,NA,Mallala,NA,"8,912",9.6
NA,NA,2017,NA,Mallala,NA,"8,983",9.6
NA,NA,2011,NA,Maralinga Tjarutja,NA,-,-
NA,NA,2012,NA,Maralinga Tjarutja,NA,78,-
NA,NA,2013,NA,Maralinga Tjarutja,NA,74,-
NA,NA,2014,NA,Maralinga Tjarutja,NA,70,-
NA,NA,2015,NA,Maralinga Tjarutja,NA,66,-
NA,NA,2016,NA,Maralinga Tjarutja,NA,62,-
NA,NA,2017,NA,Maralinga Tjarutja,NA,61,-
NA,NA,2011,NA,Marion,NA,-,-
NA,NA,2012,NA,Marion,NA,"86,863",1561.1
NA,NA,2013,NA,Marion,NA,"87,769",1577.4
NA,NA,2014,NA,Marion,NA,"88,652",1593.3
NA,NA,2015,NA,Marion,NA,"89,521",1608.9
NA,NA,2016,NA,Marion,NA,"90,508",1626.7
NA,NA,2017,NA,Marion,NA,"91,391",1642.5
NA,NA,2011,NA,Mid Murray,NA,-,-
NA,NA,2012,NA,Mid Murray,NA,"8,312",1.3
NA,NA,2013,NA,Mid Murray,NA,"8,448",1.3
NA,NA,2014,NA,Mid Murray,NA,"8,599",1.4
NA,NA,2015,NA,Mid Murray,NA,"8,718",1.4
NA,NA,2016,NA,Mid Murray,NA,"8,845",1.4
NA,NA,2017,NA,Mid Murray,NA,"8,884",1.4
NA,NA,2011,NA,Mitcham,NA,-,-
NA,NA,2012,NA,Mitcham,NA,"65,364",865.2
NA,NA,2013,NA,Mitcham,NA,"65,644",868.9
NA,NA,2014,NA,Mitcham,NA,"65,986",873.4
NA,NA,2015,NA,Mitcham,NA,"66,232",876.7
NA,NA,2016,NA,Mitcham,NA,"66,482",880
NA,NA,2017,NA,Mitcham,NA,"66,834",884.7
NA,NA,2011,NA,Mount Barker,NA,-,-
NA,NA,2012,NA,Mount Barker,NA,"31,042",52.2
NA,NA,2013,NA,Mount Barker,NA,"31,580",53.1
NA,NA,2014,NA,Mount Barker,NA,"32,386",54.5
NA,NA,2015,NA,Mount Barker,NA,"33,187",55.8
NA,NA,2016,NA,Mount Barker,NA,"33,897",57
NA,NA,2017,NA,Mount Barker,NA,"34,727",58.4
NA,NA,2011,NA,Mount Gambier,NA,-,-
NA,NA,2012,NA,Mount Gambier,NA,"26,147",771.4
NA,NA,2013,NA,Mount Gambier,NA,"26,425",779.6
NA,NA,2014,NA,Mount Gambier,NA,"26,710",788
NA,NA,2015,NA,Mount Gambier,NA,"26,931",794.6
NA,NA,2016,NA,Mount Gambier,NA,"27,061",798.4
NA,NA,2017,NA,Mount Gambier,NA,"27,036",797.7
NA,NA,2011,NA,Mount Remarkable,NA,-,-
NA,NA,2012,NA,Mount Remarkable,NA,"2,902",0.8
NA,NA,2013,NA,Mount Remarkable,NA,"2,913",0.9
NA,NA,2014,NA,Mount Remarkable,NA,"2,918",0.9
NA,NA,2015,NA,Mount Remarkable,NA,"2,927",0.9
NA,NA,2016,NA,Mount Remarkable,NA,"2,920",0.9
NA,NA,2017,NA,Mount Remarkable,NA,"2,902",0.8
NA,NA,2011,NA,Murray Bridge,NA,-,-
NA,NA,2012,NA,Murray Bridge,NA,"20,448",11.2
NA,NA,2013,NA,Murray Bridge,NA,"20,726",11.3
NA,NA,2014,NA,Murray Bridge,NA,"21,004",11.5
NA,NA,2015,NA,Murray Bridge,NA,"21,274",11.6
NA,NA,2016,NA,Murray Bridge,NA,"21,562",11.8
NA,NA,2017,NA,Murray Bridge,NA,"21,836",11.9
NA,NA,2011,NA,Naracoorte and Lucindale,NA,-,-
NA,NA,2012,NA,Naracoorte and Lucindale,NA,"8,433",1.9
NA,NA,2013,NA,Naracoorte and Lucindale,NA,"8,528",1.9
NA,NA,2014,NA,Naracoorte and Lucindale,NA,"8,585",1.9
NA,NA,2015,NA,Naracoorte and Lucindale,NA,"8,570",1.9
NA,NA,2016,NA,Naracoorte and Lucindale,NA,"8,544",1.9
NA,NA,2017,NA,Naracoorte and Lucindale,NA,"8,552",1.9
NA,NA,2011,NA,Northern Areas,NA,-,-
NA,NA,2012,NA,Northern Areas,NA,"4,590",1.5
NA,NA,2013,NA,Northern Areas,NA,"4,595",1.5
NA,NA,2014,NA,Northern Areas,NA,"4,610",1.5
NA,NA,2015,NA,Northern Areas,NA,"4,616",1.5
NA,NA,2016,NA,Northern Areas,NA,"4,623",1.5
NA,NA,2017,NA,Northern Areas,NA,"4,607",1.5
NA,NA,2011,NA,Norwood Payneham St Peters,NA,-,-
NA,NA,2012,NA,Norwood Payneham St Peters,NA,"36,343",2406.2
NA,NA,2013,NA,Norwood Payneham St Peters,NA,"36,347",2406.5
NA,NA,2014,NA,Norwood Payneham St Peters,NA,"36,361",2407.4
NA,NA,2015,NA,Norwood Payneham St Peters,NA,"36,369",2408
NA,NA,2016,NA,Norwood Payneham St Peters,NA,"36,396",2409.8
NA,NA,2017,NA,Norwood Payneham St Peters,NA,"36,553",2420.2
NA,NA,2011,NA,Onkaparinga,NA,-,-
NA,NA,2012,NA,Onkaparinga,NA,"165,034",318.5
NA,NA,2013,NA,Onkaparinga,NA,"166,244",320.9
NA,NA,2014,NA,Onkaparinga,NA,"167,376",323
NA,NA,2015,NA,Onkaparinga,NA,"168,433",325.1
NA,NA,2016,NA,Onkaparinga,NA,"169,372",326.9
NA,NA,2017,NA,Onkaparinga,NA,"170,404",328.9
NA,NA,2011,NA,Orroroo/Carrieton,NA,-,-
NA,NA,2012,NA,Orroroo/Carrieton,NA,894,0.3
NA,NA,2013,NA,Orroroo/Carrieton,NA,895,0.3
NA,NA,2014,NA,Orroroo/Carrieton,NA,900,0.3
NA,NA,2015,NA,Orroroo/Carrieton,NA,911,0.3
NA,NA,2016,NA,Orroroo/Carrieton,NA,912,0.3
NA,NA,2017,NA,Orroroo/Carrieton,NA,896,0.3
NA,NA,2011,NA,Peterborough,NA,-,-
NA,NA,2012,NA,Peterborough,NA,"1,740",0.6
NA,NA,2013,NA,Peterborough,NA,"1,728",0.6
NA,NA,2014,NA,Peterborough,NA,"1,717",0.6
NA,NA,2015,NA,Peterborough,NA,"1,706",0.6
NA,NA,2016,NA,Peterborough,NA,"1,712",0.6
NA,NA,2017,NA,Peterborough,NA,"1,721",0.6
NA,NA,2011,NA,Playford,NA,-,-
NA,NA,2012,NA,Playford,NA,"83,022",240.5
NA,NA,2013,NA,Playford,NA,"85,232",246.9
NA,NA,2014,NA,Playford,NA,"87,380",253.1
NA,NA,2015,NA,Playford,NA,"88,980",257.8
NA,NA,2016,NA,Playford,NA,"90,553",262.3
NA,NA,2017,NA,Playford,NA,"92,066",266.7
NA,NA,2011,NA,Port Adelaide Enfield,NA,-,-
NA,NA,2012,NA,Port Adelaide Enfield,NA,"118,185",1288
NA,NA,2013,NA,Port Adelaide Enfield,NA,"119,876",1306.4
NA,NA,2014,NA,Port Adelaide Enfield,NA,"121,422",1323.3
NA,NA,2015,NA,Port Adelaide Enfield,NA,"122,766",1337.9
NA,NA,2016,NA,Port Adelaide Enfield,NA,"124,007",1351.4
NA,NA,2017,NA,Port Adelaide Enfield,NA,"124,818",1360.3
NA,NA,2011,NA,Port Augusta,NA,-,-
NA,NA,2012,NA,Port Augusta,NA,"14,454",12.1
NA,NA,2013,NA,Port Augusta,NA,"14,496",12.1
NA,NA,2014,NA,Port Augusta,NA,"14,498",12.1
NA,NA,2015,NA,Port Augusta,NA,"14,442",12.1
NA,NA,2016,NA,Port Augusta,NA,"14,359",12
NA,NA,2017,NA,Port Augusta,NA,"14,267",11.9
NA,NA,2011,NA,Port Lincoln,NA,-,-
NA,NA,2012,NA,Port Lincoln,NA,"14,495",477.3
NA,NA,2013,NA,Port Lincoln,NA,"14,531",478.5
NA,NA,2014,NA,Port Lincoln,NA,"14,595",480.6
NA,NA,2015,NA,Port Lincoln,NA,"14,585",480.3
NA,NA,2016,NA,Port Lincoln,NA,"14,523",478.2
NA,NA,2017,NA,Port Lincoln,NA,"14,592",480.5
NA,NA,2011,NA,Port Pirie City and Dists,NA,-,-
NA,NA,2012,NA,Port Pirie City and Dists,NA,"17,714",10.1
NA,NA,2013,NA,Port Pirie City and Dists,NA,"17,793",10.1
NA,NA,2014,NA,Port Pirie City and Dists,NA,"17,870",10.1
NA,NA,2015,NA,Port Pirie City and Dists,NA,"17,826",10.1
NA,NA,2016,NA,Port Pirie City and Dists,NA,"17,767",10.1
NA,NA,2017,NA,Port Pirie City and Dists,NA,"17,718",10.1
NA,NA,2011,NA,Prospect,NA,-,-
NA,NA,2012,NA,Prospect,NA,"20,842",2675
NA,NA,2013,NA,Prospect,NA,"20,959",2690
NA,NA,2014,NA,Prospect,NA,"21,050",2701.7
NA,NA,2015,NA,Prospect,NA,"21,096",2707.6
NA,NA,2016,NA,Prospect,NA,"21,124",2711.2
NA,NA,2017,NA,Prospect,NA,"21,166",2716.6
NA,NA,2011,NA,Renmark Paringa,NA,-,-
NA,NA,2012,NA,Renmark Paringa,NA,"9,518",10.4
NA,NA,2013,NA,Renmark Paringa,NA,"9,588",10.5
NA,NA,2014,NA,Renmark Paringa,NA,"9,656",10.5
NA,NA,2015,NA,Renmark Paringa,NA,"9,722",10.6
NA,NA,2016,NA,Renmark Paringa,NA,"9,780",10.7
NA,NA,2017,NA,Renmark Paringa,NA,"9,850",10.8
NA,NA,2011,NA,Robe,NA,-,-
NA,NA,2012,NA,Robe,NA,"1,427",1.3
NA,NA,2013,NA,Robe,NA,"1,425",1.3
NA,NA,2014,NA,Robe,NA,"1,425",1.3
NA,NA,2015,NA,Robe,NA,"1,423",1.3
NA,NA,2016,NA,Robe,NA,"1,413",1.3
NA,NA,2017,NA,Robe,NA,"1,422",1.3
NA,NA,2011,NA,Roxby Downs,NA,-,-
NA,NA,2012,NA,Roxby Downs,NA,"4,728",42.8
NA,NA,2013,NA,Roxby Downs,NA,"4,609",41.7
NA,NA,2014,NA,Roxby Downs,NA,"4,418",40
NA,NA,2015,NA,Roxby Downs,NA,"4,327",39.2
NA,NA,2016,NA,Roxby Downs,NA,"4,052",36.7
NA,NA,2017,NA,Roxby Downs,NA,"4,010",36.3
NA,NA,2011,NA,Salisbury,NA,-,-
NA,NA,2012,NA,Salisbury,NA,"134,381",840.7
NA,NA,2013,NA,Salisbury,NA,"135,880",850.1
NA,NA,2014,NA,Salisbury,NA,"137,257",858.7
NA,NA,2015,NA,Salisbury,NA,"138,695",867.7
NA,NA,2016,NA,Salisbury,NA,"140,346",878
NA,NA,2017,NA,Salisbury,NA,"141,484",885.1
NA,NA,2011,NA,Southern Mallee,NA,-,-
NA,NA,2012,NA,Southern Mallee,NA,"2,107",0.4
NA,NA,2013,NA,Southern Mallee,NA,"2,088",0.4
NA,NA,2014,NA,Southern Mallee,NA,"2,073",0.4
NA,NA,2015,NA,Southern Mallee,NA,"2,058",0.4
NA,NA,2016,NA,Southern Mallee,NA,"2,063",0.4
NA,NA,2017,NA,Southern Mallee,NA,"2,070",0.4
NA,NA,2011,NA,Streaky Bay,NA,-,-
NA,NA,2012,NA,Streaky Bay,NA,"2,170",0.3
NA,NA,2013,NA,Streaky Bay,NA,"2,194",0.4
NA,NA,2014,NA,Streaky Bay,NA,"2,180",0.4
NA,NA,2015,NA,Streaky Bay,NA,"2,164",0.3
NA,NA,2016,NA,Streaky Bay,NA,"2,168",0.3
NA,NA,2017,NA,Streaky Bay,NA,"2,181",0.4
NA,NA,2011,NA,Tatiara,NA,-,-
NA,NA,2012,NA,Tatiara,NA,"6,774",1
NA,NA,2013,NA,Tatiara,NA,"6,789",1
NA,NA,2014,NA,Tatiara,NA,"6,811",1
NA,NA,2015,NA,Tatiara,NA,"6,821",1
NA,NA,2016,NA,Tatiara,NA,"6,817",1
NA,NA,2017,NA,Tatiara,NA,"6,773",1
NA,NA,2011,NA,Tea Tree Gully,NA,-,-
NA,NA,2012,NA,Tea Tree Gully,NA,"98,547",1035
NA,NA,2013,NA,Tea Tree Gully,NA,"98,558",1035.2
NA,NA,2014,NA,Tea Tree Gully,NA,"98,726",1036.9
NA,NA,2015,NA,Tea Tree Gully,NA,"98,983",1039.6
NA,NA,2016,NA,Tea Tree Gully,NA,"99,153",1041.4
NA,NA,2017,NA,Tea Tree Gully,NA,"99,405",1044.1
NA,NA,2011,NA,The Coorong,NA,-,-
NA,NA,2012,NA,The Coorong,NA,"5,632",0.6
NA,NA,2013,NA,The Coorong,NA,"5,602",0.6
NA,NA,2014,NA,The Coorong,NA,"5,572",0.6
NA,NA,2015,NA,The Coorong,NA,"5,545",0.6
NA,NA,2016,NA,The Coorong,NA,"5,525",0.6
NA,NA,2017,NA,The Coorong,NA,"5,479",0.6
NA,NA,2011,NA,Tumby Bay,NA,-,-
NA,NA,2012,NA,Tumby Bay,NA,"2,626",1
NA,NA,2013,NA,Tumby Bay,NA,"2,640",1
NA,NA,2014,NA,Tumby Bay,NA,"2,651",1
NA,NA,2015,NA,Tumby Bay,NA,"2,670",1
NA,NA,2016,NA,Tumby Bay,NA,"2,675",1
NA,NA,2017,NA,Tumby Bay,NA,"2,688",1
NA,NA,2011,NA,Unley,NA,-,-
NA,NA,2012,NA,Unley,NA,"38,514",2698.9
NA,NA,2013,NA,Unley,NA,"38,552",2701.6
NA,NA,2014,NA,Unley,NA,"38,695",2711.6
NA,NA,2015,NA,Unley,NA,"38,823",2720.5
NA,NA,2016,NA,Unley,NA,"38,939",2728.7
NA,NA,2017,NA,Unley,NA,"39,083",2738.8
NA,NA,2011,NA,Victor Harbor,NA,-,-
NA,NA,2012,NA,Victor Harbor,NA,"14,377",37.4
NA,NA,2013,NA,Victor Harbor,NA,"14,525",37.8
NA,NA,2014,NA,Victor Harbor,NA,"14,729",38.3
NA,NA,2015,NA,Victor Harbor,NA,"14,886",38.7
NA,NA,2016,NA,Victor Harbor,NA,"15,011",39
NA,NA,2017,NA,Victor Harbor,NA,"15,113",39.3
NA,NA,2011,NA,Wakefield,NA,-,-
NA,NA,2012,NA,Wakefield,NA,"6,778",2
NA,NA,2013,NA,Wakefield,NA,"6,841",2
NA,NA,2014,NA,Wakefield,NA,"6,896",2
NA,NA,2015,NA,Wakefield,NA,"6,932",2
NA,NA,2016,NA,Wakefield,NA,"6,950",2
NA,NA,2017,NA,Wakefield,NA,"6,919",2
NA,NA,2011,NA,Walkerville,NA,-,-
NA,NA,2012,NA,Walkerville,NA,"7,367",2087
NA,NA,2013,NA,Walkerville,NA,"7,399",2096
NA,NA,2014,NA,Walkerville,NA,"7,447",2109.6
NA,NA,2015,NA,Walkerville,NA,"7,732",2190.4
NA,NA,2016,NA,Walkerville,NA,"7,781",2204.2
NA,NA,2017,NA,Walkerville,NA,"7,859",2226.3
NA,NA,2011,NA,Wattle Range,NA,-,-
NA,NA,2012,NA,Wattle Range,NA,"11,880",3
NA,NA,2013,NA,Wattle Range,NA,"11,935",3
NA,NA,2014,NA,Wattle Range,NA,"11,982",3.1
NA,NA,2015,NA,Wattle Range,NA,"12,010",3.1
NA,NA,2016,NA,Wattle Range,NA,"12,022",3.1
NA,NA,2017,NA,Wattle Range,NA,"12,026",3.1
NA,NA,2011,NA,West Torrens,NA,-,-
NA,NA,2012,NA,West Torrens,NA,"57,632",1555.9
NA,NA,2013,NA,West Torrens,NA,"58,153",1570
NA,NA,2014,NA,West Torrens,NA,"58,627",1582.8
NA,NA,2015,NA,West Torrens,NA,"59,075",1594.9
NA,NA,2016,NA,West Torrens,NA,"59,408",1603.9
NA,NA,2017,NA,West Torrens,NA,"59,550",1607.7
NA,NA,2011,NA,Whyalla,NA,-,-
NA,NA,2012,NA,Whyalla,NA,"22,617",21.1
NA,NA,2013,NA,Whyalla,NA,"22,659",21.1
NA,NA,2014,NA,Whyalla,NA,"22,703",21.2
NA,NA,2015,NA,Whyalla,NA,"22,670",21.2
NA,NA,2016,NA,Whyalla,NA,"22,511",21
NA,NA,2017,NA,Whyalla,NA,"22,007",20.5
NA,NA,2011,NA,Wudinna,NA,-,-
NA,NA,2012,NA,Wudinna,NA,"1,271",0.3
NA,NA,2013,NA,Wudinna,NA,"1,272",0.3
NA,NA,2014,NA,Wudinna,NA,"1,276",0.3
NA,NA,2015,NA,Wudinna,NA,"1,279",0.3
NA,NA,2016,NA,Wudinna,NA,"1,279",0.3
NA,NA,2017,NA,Wudinna,NA,"1,292",0.3
NA,NA,2011,NA,Yankalilla,NA,-,-
NA,NA,2012,NA,Yankalilla,NA,"4,586",6.1
NA,NA,2013,NA,Yankalilla,NA,"4,759",6.3
NA,NA,2014,NA,Yankalilla,NA,"4,925",6.6
NA,NA,2015,NA,Yankalilla,NA,"5,095",6.8
NA,NA,2016,NA,Yankalilla,NA,"5,276",7
NA,NA,2017,NA,Yankalilla,NA,"5,401",7.2
NA,NA,2011,NA,Yorke Peninsula,NA,-,-
NA,NA,2012,NA,Yorke Peninsula,NA,"11,231",1.9
NA,NA,2013,NA,Yorke Peninsula,NA,"11,241",1.9
NA,NA,2014,NA,Yorke Peninsula,NA,"11,254",1.9
NA,NA,2015,NA,Yorke Peninsula,NA,"11,267",1.9
NA,NA,2016,NA,Yorke Peninsula,NA,"11,291",1.9
NA,NA,2017,NA,Yorke Peninsula,NA,"11,303",1.9
NA,NA,2011,NA,Unincorporated SA,NA,-,-
NA,NA,2012,NA,Unincorporated SA,NA,"4,377",-
NA,NA,2013,NA,Unincorporated SA,NA,"4,199",-
NA,NA,2014,NA,Unincorporated SA,NA,"4,027",-
NA,NA,2015,NA,Unincorporated SA,NA,"3,849",-
NA,NA,2016,NA,Unincorporated SA,NA,"3,639",-
NA,NA,2017,NA,Unincorporated SA,NA,"3,522",-
NA,NA,2012,NA,No usual address,NA,-,-
NA,NA,2013,NA,No usual address,NA,-,-
NA,NA,2014,NA,No usual address,NA,-,-
NA,NA,2015,NA,No usual address,NA,-,-
NA,NA,2016,NA,No usual address,NA,-,-
NA,NA,2017,NA,No usual address,NA,-,-
NA,NA,2012,NA,Migratory - Offshore - Shipping,NA,-,-
NA,NA,2013,NA,Migratory - Offshore - Shipping,NA,-,-
NA,NA,2014,NA,Migratory - Offshore - Shipping,NA,-,-
NA,NA,2015,NA,Migratory - Offshore - Shipping,NA,-,-
NA,NA,2016,NA,Migratory - Offshore - Shipping,NA,-,-
NA,NA,2017,NA,Migratory - Offshore - Shipping,NA,-,-
NA,NA,2011,NA,Albany,NA,-,-
NA,NA,2012,NA,Albany,NA,"35,643",8.3
NA,NA,2013,NA,Albany,NA,"36,318",8.4
NA,NA,2014,NA,Albany,NA,"36,919",8.6
NA,NA,2015,NA,Albany,NA,"37,206",8.6
NA,NA,2016,NA,Albany,NA,"37,285",8.6
NA,NA,2017,NA,Albany,NA,"37,561",8.7
NA,NA,2011,NA,Armadale,NA,-,-
NA,NA,2012,NA,Armadale,NA,"69,101",123.5
NA,NA,2013,NA,Armadale,NA,"72,662",129.9
NA,NA,2014,NA,Armadale,NA,"75,559",135
NA,NA,2015,NA,Armadale,NA,"78,848",140.9
NA,NA,2016,NA,Armadale,NA,"82,021",146.6
NA,NA,2017,NA,Armadale,NA,"84,698",151.4
NA,NA,2011,NA,Ashburton,NA,-,-
NA,NA,2012,NA,Ashburton,NA,"11,194",0.1
NA,NA,2013,NA,Ashburton,NA,"12,025",0.1
NA,NA,2014,NA,Ashburton,NA,"12,515",0.1
NA,NA,2015,NA,Ashburton,NA,"13,002",0.1
NA,NA,2016,NA,Ashburton,NA,"13,311",0.1
NA,NA,2017,NA,Ashburton,NA,"13,277",0.1
NA,NA,2011,NA,Augusta-Margaret River,NA,-,-
NA,NA,2012,NA,Augusta-Margaret River,NA,"12,870",6.1
NA,NA,2013,NA,Augusta-Margaret River,NA,"13,487",6.4
NA,NA,2014,NA,Augusta-Margaret River,NA,"13,996",6.6
NA,NA,2015,NA,Augusta-Margaret River,NA,"14,419",6.8
NA,NA,2016,NA,Augusta-Margaret River,NA,"14,819",7
NA,NA,2017,NA,Augusta-Margaret River,NA,"15,242",7.2
NA,NA,2011,NA,Bassendean,NA,-,-
NA,NA,2012,NA,Bassendean,NA,"15,527",1500.9
NA,NA,2013,NA,Bassendean,NA,"15,828",1530
NA,NA,2014,NA,Bassendean,NA,"16,003",1546.9
NA,NA,2015,NA,Bassendean,NA,"15,842",1531.4
NA,NA,2016,NA,Bassendean,NA,"15,613",1509.2
NA,NA,2017,NA,Bassendean,NA,"15,620",1509.9
NA,NA,2011,NA,Bayswater,NA,-,-
NA,NA,2012,NA,Bayswater,NA,"68,143",1968.5
NA,NA,2013,NA,Bayswater,NA,"69,083",1995.6
NA,NA,2014,NA,Bayswater,NA,"69,256",2000.6
NA,NA,2015,NA,Bayswater,NA,"69,136",1997.2
NA,NA,2016,NA,Bayswater,NA,"68,791",1987.2
NA,NA,2017,NA,Bayswater,NA,"68,532",1979.7
NA,NA,2011,NA,Belmont,NA,-,-
NA,NA,2012,NA,Belmont,NA,"38,791",978.3
NA,NA,2013,NA,Belmont,NA,"39,919",1006.7
NA,NA,2014,NA,Belmont,NA,"40,531",1022.2
NA,NA,2015,NA,Belmont,NA,"41,055",1035.4
NA,NA,2016,NA,Belmont,NA,"41,448",1045.3
NA,NA,2017,NA,Belmont,NA,"41,519",1047.1
NA,NA,2011,NA,Beverley,NA,-,-
NA,NA,2012,NA,Beverley,NA,"1,653",0.7
NA,NA,2013,NA,Beverley,NA,"1,692",0.7
NA,NA,2014,NA,Beverley,NA,"1,707",0.7
NA,NA,2015,NA,Beverley,NA,"1,732",0.7
NA,NA,2016,NA,Beverley,NA,"1,748",0.7
NA,NA,2017,NA,Beverley,NA,"1,746",0.7
NA,NA,2011,NA,Boddington,NA,-,-
NA,NA,2012,NA,Boddington,NA,"2,252",1.2
NA,NA,2013,NA,Boddington,NA,"2,225",1.2
NA,NA,2014,NA,Boddington,NA,"2,132",1.1
NA,NA,2015,NA,Boddington,NA,"2,031",1.1
NA,NA,2016,NA,Boddington,NA,"1,882",1
NA,NA,2017,NA,Boddington,NA,"1,850",1
NA,NA,2011,NA,Boyup Brook,NA,-,-
NA,NA,2012,NA,Boyup Brook,NA,"1,656",0.6
NA,NA,2013,NA,Boyup Brook,NA,"1,667",0.6
NA,NA,2014,NA,Boyup Brook,NA,"1,687",0.6
NA,NA,2015,NA,Boyup Brook,NA,"1,681",0.6
NA,NA,2016,NA,Boyup Brook,NA,"1,722",0.6
NA,NA,2017,NA,Boyup Brook,NA,"1,722",0.6
NA,NA,2011,NA,Bridgetown-Greenbushes,NA,-,-
NA,NA,2012,NA,Bridgetown-Greenbushes,NA,"4,546",3.4
NA,NA,2013,NA,Bridgetown-Greenbushes,NA,"4,647",3.5
NA,NA,2014,NA,Bridgetown-Greenbushes,NA,"4,687",3.5
NA,NA,2015,NA,Bridgetown-Greenbushes,NA,"4,727",3.5
NA,NA,2016,NA,Bridgetown-Greenbushes,NA,"4,697",3.5
NA,NA,2017,NA,Bridgetown-Greenbushes,NA,"4,708",3.5
NA,NA,2011,NA,Brookton,NA,-,-
NA,NA,2012,NA,Brookton,NA,992,0.6
NA,NA,2013,NA,Brookton,NA,998,0.6
NA,NA,2014,NA,Brookton,NA,"1,018",0.6
NA,NA,2015,NA,Brookton,NA,"1,010",0.6
