Postcode,Offence,Year,State,LGA,violence_count,Person_Population_Number_Total,Population_Density
2179,Liquor offences,2008,New South Wales,Liverpool,55,NA,NA
2198,Liquor offences,2008,New South Wales,Liverpool,10,NA,NA
2200,Liquor offences,2008,New South Wales,Liverpool,270,NA,NA
2213,Liquor offences,2008,New South Wales,Liverpool,55,NA,NA
2214,Liquor offences,2008,New South Wales,Liverpool,117,NA,NA
2234,Liquor offences,2008,New South Wales,Liverpool,168,NA,NA
2555,Liquor offences,2008,New South Wales,Liverpool,0,NA,NA
2556,Liquor offences,2008,New South Wales,Liverpool,0,NA,NA
2557,Liquor offences,2008,New South Wales,Liverpool,50,NA,NA
2564,Liquor offences,2008,New South Wales,Liverpool,85,NA,NA
2565,Liquor offences,2008,New South Wales,Liverpool,208,NA,NA
2566,Liquor offences,2008,New South Wales,Liverpool,158,NA,NA
2570,Liquor offences,2008,New South Wales,Liverpool,458,NA,NA
2745,Liquor offences,2008,New South Wales,Liverpool,111,NA,NA
2752,Liquor offences,2008,New South Wales,Liverpool,54,NA,NA
2329,Liquor offences,2008,New South Wales,Liverpool Plains,82,NA,NA
2336,Liquor offences,2008,New South Wales,Liverpool Plains,31,NA,NA
2337,Liquor offences,2008,New South Wales,Liverpool Plains,210,NA,NA
2338,Liquor offences,2008,New South Wales,Liverpool Plains,29,NA,NA
2339,Liquor offences,2008,New South Wales,Liverpool Plains,2,NA,NA
2340,Liquor offences,2008,New South Wales,Liverpool Plains,1150,NA,NA
2341,Liquor offences,2008,New South Wales,Liverpool Plains,22,NA,NA
2342,Liquor offences,2008,New South Wales,Liverpool Plains,2,NA,NA
2343,Liquor offences,2008,New South Wales,Liverpool Plains,176,NA,NA
2344,Liquor offences,2008,New South Wales,Liverpool Plains,0,NA,NA
2357,Liquor offences,2008,New South Wales,Liverpool Plains,157,NA,NA
2381,Liquor offences,2008,New South Wales,Liverpool Plains,21,NA,NA
2843,Liquor offences,2008,New South Wales,Liverpool Plains,23,NA,NA
2642,Liquor offences,2008,New South Wales,Lockhart,37,NA,NA
2645,Liquor offences,2008,New South Wales,Lockhart,4,NA,NA
2650,Liquor offences,2008,New South Wales,Lockhart,3743,NA,NA
2652,Liquor offences,2008,New South Wales,Lockhart,176,NA,NA
2655,Liquor offences,2008,New South Wales,Lockhart,43,NA,NA
2656,Liquor offences,2008,New South Wales,Lockhart,101,NA,NA
2658,Liquor offences,2008,New South Wales,Lockhart,4,NA,NA
2659,Liquor offences,2008,New South Wales,Lockhart,5,NA,NA
2320,Liquor offences,2008,New South Wales,Maitland,536,NA,NA
2321,Liquor offences,2008,New South Wales,Maitland,57,NA,NA
2322,Liquor offences,2008,New South Wales,Maitland,56,NA,NA
2323,Liquor offences,2008,New South Wales,Maitland,113,NA,NA
2324,Liquor offences,2008,New South Wales,Maitland,303,NA,NA
2326,Liquor offences,2008,New South Wales,Maitland,41,NA,NA
2334,Liquor offences,2008,New South Wales,Maitland,32,NA,NA
2335,Liquor offences,2008,New South Wales,Maitland,54,NA,NA
2421,Liquor offences,2008,New South Wales,Maitland,10,NA,NA
2311,Liquor offences,2008,New South Wales,Mid-Coast,2,NA,NA
2312,Liquor offences,2008,New South Wales,Mid-Coast,2,NA,NA
2321,Liquor offences,2008,New South Wales,Mid-Coast,57,NA,NA
2324,Liquor offences,2008,New South Wales,Mid-Coast,303,NA,NA
2337,Liquor offences,2008,New South Wales,Mid-Coast,210,NA,NA
2354,Liquor offences,2008,New South Wales,Mid-Coast,122,NA,NA
2415,Liquor offences,2008,New South Wales,Mid-Coast,4,NA,NA
2420,Liquor offences,2008,New South Wales,Mid-Coast,27,NA,NA
2422,Liquor offences,2008,New South Wales,Mid-Coast,67,NA,NA
2423,Liquor offences,2008,New South Wales,Mid-Coast,105,NA,NA
2424,Liquor offences,2008,New South Wales,Mid-Coast,1,NA,NA
2425,Liquor offences,2008,New South Wales,Mid-Coast,28,NA,NA
2426,Liquor offences,2008,New South Wales,Mid-Coast,0,NA,NA
2427,Liquor offences,2008,New South Wales,Mid-Coast,15,NA,NA
2428,Liquor offences,2008,New South Wales,Mid-Coast,611,NA,NA
2429,Liquor offences,2008,New South Wales,Mid-Coast,169,NA,NA
2430,Liquor offences,2008,New South Wales,Mid-Coast,354,NA,NA
2439,Liquor offences,2008,New South Wales,Mid-Coast,28,NA,NA
2443,Liquor offences,2008,New South Wales,Mid-Coast,44,NA,NA
2446,Liquor offences,2008,New South Wales,Mid-Coast,182,NA,NA
2328,Liquor offences,2008,New South Wales,Mid-Western Regional,88,NA,NA
2329,Liquor offences,2008,New South Wales,Mid-Western Regional,82,NA,NA
2330,Liquor offences,2008,New South Wales,Mid-Western Regional,288,NA,NA
2795,Liquor offences,2008,New South Wales,Mid-Western Regional,728,NA,NA
2800,Liquor offences,2008,New South Wales,Mid-Western Regional,928,NA,NA
2820,Liquor offences,2008,New South Wales,Mid-Western Regional,153,NA,NA
2844,Liquor offences,2008,New South Wales,Mid-Western Regional,16,NA,NA
2846,Liquor offences,2008,New South Wales,Mid-Western Regional,4,NA,NA
2848,Liquor offences,2008,New South Wales,Mid-Western Regional,70,NA,NA
2849,Liquor offences,2008,New South Wales,Mid-Western Regional,47,NA,NA
2850,Liquor offences,2008,New South Wales,Mid-Western Regional,657,NA,NA
2852,Liquor offences,2008,New South Wales,Mid-Western Regional,138,NA,NA
2866,Liquor offences,2008,New South Wales,Mid-Western Regional,33,NA,NA
2387,Liquor offences,2008,New South Wales,Moree Plains,0,NA,NA
2390,Liquor offences,2008,New South Wales,Moree Plains,358,NA,NA
2397,Liquor offences,2008,New South Wales,Moree Plains,3,NA,NA
2398,Liquor offences,2008,New South Wales,Moree Plains,19,NA,NA
2399,Liquor offences,2008,New South Wales,Moree Plains,13,NA,NA
2400,Liquor offences,2008,New South Wales,Moree Plains,462,NA,NA
2401,Liquor offences,2008,New South Wales,Moree Plains,6,NA,NA
2404,Liquor offences,2008,New South Wales,Moree Plains,51,NA,NA
2405,Liquor offences,2008,New South Wales,Moree Plains,13,NA,NA
2406,Liquor offences,2008,New South Wales,Moree Plains,40,NA,NA
2408,Liquor offences,2008,New South Wales,Moree Plains,9,NA,NA
2409,Liquor offences,2008,New South Wales,Moree Plains,98,NA,NA
2410,Liquor offences,2008,New South Wales,Moree Plains,5,NA,NA
2411,Liquor offences,2008,New South Wales,Moree Plains,1,NA,NA
2833,Liquor offences,2008,New South Wales,Moree Plains,68,NA,NA
2088,Liquor offences,2008,New South Wales,Mosman,693,NA,NA
2090,Liquor offences,2008,New South Wales,Mosman,357,NA,NA
2710,Liquor offences,2008,New South Wales,Murray River,701,NA,NA
2711,Liquor offences,2008,New South Wales,Murray River,211,NA,NA
2714,Liquor offences,2008,New South Wales,Murray River,136,NA,NA
2715,Liquor offences,2008,New South Wales,Murray River,145,NA,NA
2731,Liquor offences,2008,New South Wales,Murray River,175,NA,NA
2732,Liquor offences,2008,New South Wales,Murray River,93,NA,NA
2733,Liquor offences,2008,New South Wales,Murray River,35,NA,NA
2734,Liquor offences,2008,New South Wales,Murray River,37,NA,NA
2735,Liquor offences,2008,New South Wales,Murray River,0,NA,NA
2736,Liquor offences,2008,New South Wales,Murray River,12,NA,NA
2645,Liquor offences,2008,New South Wales,Murrumbidgee,4,NA,NA
2646,Liquor offences,2008,New South Wales,Murrumbidgee,169,NA,NA
2680,Liquor offences,2008,New South Wales,Murrumbidgee,744,NA,NA
2700,Liquor offences,2008,New South Wales,Murrumbidgee,242,NA,NA
2705,Liquor offences,2008,New South Wales,Murrumbidgee,439,NA,NA
2706,Liquor offences,2008,New South Wales,Murrumbidgee,31,NA,NA
2707,Liquor offences,2008,New South Wales,Murrumbidgee,15,NA,NA
2710,Liquor offences,2008,New South Wales,Murrumbidgee,701,NA,NA
2711,Liquor offences,2008,New South Wales,Murrumbidgee,211,NA,NA
2712,Liquor offences,2008,New South Wales,Murrumbidgee,35,NA,NA
2713,Liquor offences,2008,New South Wales,Murrumbidgee,133,NA,NA
2716,Liquor offences,2008,New South Wales,Murrumbidgee,37,NA,NA
2328,Liquor offences,2008,New South Wales,Muswellbrook,88,NA,NA
2329,Liquor offences,2008,New South Wales,Muswellbrook,82,NA,NA
2330,Liquor offences,2008,New South Wales,Muswellbrook,288,NA,NA
2333,Liquor offences,2008,New South Wales,Muswellbrook,348,NA,NA
2336,Liquor offences,2008,New South Wales,Muswellbrook,31,NA,NA
2337,Liquor offences,2008,New South Wales,Muswellbrook,210,NA,NA
2849,Liquor offences,2008,New South Wales,Muswellbrook,47,NA,NA
2440,Liquor offences,2008,New South Wales,Nambucca,617,NA,NA
2441,Liquor offences,2008,New South Wales,Nambucca,36,NA,NA
2447,Liquor offences,2008,New South Wales,Nambucca,116,NA,NA
2448,Liquor offences,2008,New South Wales,Nambucca,315,NA,NA
2449,Liquor offences,2008,New South Wales,Nambucca,44,NA,NA
2453,Liquor offences,2008,New South Wales,Nambucca,35,NA,NA
2454,Liquor offences,2008,New South Wales,Nambucca,270,NA,NA
2347,Liquor offences,2008,New South Wales,Narrabri,15,NA,NA
2356,Liquor offences,2008,New South Wales,Narrabri,0,NA,NA
2357,Liquor offences,2008,New South Wales,Narrabri,157,NA,NA
2380,Liquor offences,2008,New South Wales,Narrabri,281,NA,NA
2382,Liquor offences,2008,New South Wales,Narrabri,73,NA,NA
2386,Liquor offences,2008,New South Wales,Narrabri,10,NA,NA
2387,Liquor offences,2008,New South Wales,Narrabri,0,NA,NA
2388,Liquor offences,2008,New South Wales,Narrabri,142,NA,NA
2390,Liquor offences,2008,New South Wales,Narrabri,358,NA,NA
2396,Liquor offences,2008,New South Wales,Narrabri,29,NA,NA
2397,Liquor offences,2008,New South Wales,Narrabri,3,NA,NA
2398,Liquor offences,2008,New South Wales,Narrabri,19,NA,NA
2400,Liquor offences,2008,New South Wales,Narrabri,462,NA,NA
2829,Liquor offences,2008,New South Wales,Narrabri,320,NA,NA
2650,Liquor offences,2008,New South Wales,Narrandera,3743,NA,NA
2652,Liquor offences,2008,New South Wales,Narrandera,176,NA,NA
2656,Liquor offences,2008,New South Wales,Narrandera,101,NA,NA
2665,Liquor offences,2008,New South Wales,Narrandera,233,NA,NA
2681,Liquor offences,2008,New South Wales,Narrandera,2,NA,NA
2700,Liquor offences,2008,New South Wales,Narrandera,242,NA,NA
2705,Liquor offences,2008,New South Wales,Narrandera,439,NA,NA
2706,Liquor offences,2008,New South Wales,Narrandera,31,NA,NA
2707,Liquor offences,2008,New South Wales,Narrandera,15,NA,NA
2821,Liquor offences,2008,New South Wales,Narromine,134,NA,NA
2823,Liquor offences,2008,New South Wales,Narromine,111,NA,NA
2826,Liquor offences,2008,New South Wales,Narromine,5,NA,NA
2827,Liquor offences,2008,New South Wales,Narromine,238,NA,NA
2830,Liquor offences,2008,New South Wales,Narromine,868,NA,NA
2868,Liquor offences,2008,New South Wales,Narromine,1,NA,NA
2869,Liquor offences,2008,New South Wales,Narromine,60,NA,NA
2873,Liquor offences,2008,New South Wales,Narromine,5,NA,NA
2874,Liquor offences,2008,New South Wales,Narromine,19,NA,NA
2285,Liquor offences,2008,New South Wales,Newcastle,136,NA,NA
2287,Liquor offences,2008,New South Wales,Newcastle,103,NA,NA
2289,Liquor offences,2008,New South Wales,Newcastle,44,NA,NA
2290,Liquor offences,2008,New South Wales,Newcastle,127,NA,NA
2291,Liquor offences,2008,New South Wales,Newcastle,94,NA,NA
2292,Liquor offences,2008,New South Wales,Newcastle,86,NA,NA
2293,Liquor offences,2008,New South Wales,Newcastle,42,NA,NA
2294,Liquor offences,2008,New South Wales,Newcastle,14,NA,NA
2295,Liquor offences,2008,New South Wales,Newcastle,31,NA,NA
2296,Liquor offences,2008,New South Wales,Newcastle,130,NA,NA
2297,Liquor offences,2008,New South Wales,Newcastle,5,NA,NA
2298,Liquor offences,2008,New South Wales,Newcastle,40,NA,NA
2299,Liquor offences,2008,New South Wales,Newcastle,48,NA,NA
2300,Liquor offences,2008,New South Wales,Newcastle,1360,NA,NA
2302,Liquor offences,2008,New South Wales,Newcastle,412,NA,NA
2303,Liquor offences,2008,New South Wales,Newcastle,424,NA,NA
2304,Liquor offences,2008,New South Wales,Newcastle,60,NA,NA
2305,Liquor offences,2008,New South Wales,Newcastle,103,NA,NA
2307,Liquor offences,2008,New South Wales,Newcastle,8,NA,NA
2308,Liquor offences,2008,New South Wales,Newcastle,27,NA,NA
2322,Liquor offences,2008,New South Wales,Newcastle,56,NA,NA
2060,Liquor offences,2008,New South Wales,North Sydney,2492,NA,NA
2061,Liquor offences,2008,New South Wales,North Sydney,548,NA,NA
2062,Liquor offences,2008,New South Wales,North Sydney,86,NA,NA
2063,Liquor offences,2008,New South Wales,North Sydney,8,NA,NA
2065,Liquor offences,2008,New South Wales,North Sydney,859,NA,NA
2088,Liquor offences,2008,New South Wales,North Sydney,693,NA,NA
2089,Liquor offences,2008,New South Wales,North Sydney,450,NA,NA
2090,Liquor offences,2008,New South Wales,North Sydney,357,NA,NA
2069,Liquor offences,2008,New South Wales,Northern Beaches,18,NA,NA
2070,Liquor offences,2008,New South Wales,Northern Beaches,18,NA,NA
2071,Liquor offences,2008,New South Wales,Northern Beaches,82,NA,NA
2074,Liquor offences,2008,New South Wales,Northern Beaches,28,NA,NA
2075,Liquor offences,2008,New South Wales,Northern Beaches,38,NA,NA
2084,Liquor offences,2008,New South Wales,Northern Beaches,25,NA,NA
2085,Liquor offences,2008,New South Wales,Northern Beaches,14,NA,NA
2086,Liquor offences,2008,New South Wales,Northern Beaches,45,NA,NA
2087,Liquor offences,2008,New South Wales,Northern Beaches,23,NA,NA
2092,Liquor offences,2008,New South Wales,Northern Beaches,23,NA,NA
2093,Liquor offences,2008,New South Wales,Northern Beaches,42,NA,NA
2094,Liquor offences,2008,New South Wales,Northern Beaches,14,NA,NA
2095,Liquor offences,2008,New South Wales,Northern Beaches,1976,NA,NA
2096,Liquor offences,2008,New South Wales,Northern Beaches,104,NA,NA
2097,Liquor offences,2008,New South Wales,Northern Beaches,137,NA,NA
2099,Liquor offences,2008,New South Wales,Northern Beaches,334,NA,NA
2100,Liquor offences,2008,New South Wales,Northern Beaches,158,NA,NA
2101,Liquor offences,2008,New South Wales,Northern Beaches,86,NA,NA
2102,Liquor offences,2008,New South Wales,Northern Beaches,41,NA,NA
2103,Liquor offences,2008,New South Wales,Northern Beaches,688,NA,NA
2104,Liquor offences,2008,New South Wales,Northern Beaches,17,NA,NA
2105,Liquor offences,2008,New South Wales,Northern Beaches,5,NA,NA
2106,Liquor offences,2008,New South Wales,Northern Beaches,263,NA,NA
2107,Liquor offences,2008,New South Wales,Northern Beaches,144,NA,NA
2108,Liquor offences,2008,New South Wales,Northern Beaches,21,NA,NA
2580,Liquor offences,2008,New South Wales,Oberon,1326,NA,NA
2583,Liquor offences,2008,New South Wales,Oberon,119,NA,NA
2785,Liquor offences,2008,New South Wales,Oberon,43,NA,NA
2787,Liquor offences,2008,New South Wales,Oberon,80,NA,NA
2790,Liquor offences,2008,New South Wales,Oberon,231,NA,NA
2795,Liquor offences,2008,New South Wales,Oberon,728,NA,NA
2798,Liquor offences,2008,New South Wales,Orange,7,NA,NA
2800,Liquor offences,2008,New South Wales,Orange,928,NA,NA
2821,Liquor offences,2008,New South Wales,Parkes,134,NA,NA
2823,Liquor offences,2008,New South Wales,Parkes,111,NA,NA
2865,Liquor offences,2008,New South Wales,Parkes,8,NA,NA
2867,Liquor offences,2008,New South Wales,Parkes,4,NA,NA
2868,Liquor offences,2008,New South Wales,Parkes,1,NA,NA
2869,Liquor offences,2008,New South Wales,Parkes,60,NA,NA
2870,Liquor offences,2008,New South Wales,Parkes,524,NA,NA
2871,Liquor offences,2008,New South Wales,Parkes,215,NA,NA
2873,Liquor offences,2008,New South Wales,Parkes,5,NA,NA
2874,Liquor offences,2008,New South Wales,Parkes,19,NA,NA
2875,Liquor offences,2008,New South Wales,Parkes,20,NA,NA
2876,Liquor offences,2008,New South Wales,Parkes,5,NA,NA
2114,Liquor offences,2008,New South Wales,Parramatta,82,NA,NA
2115,Liquor offences,2008,New South Wales,Parramatta,42,NA,NA
2116,Liquor offences,2008,New South Wales,Parramatta,64,NA,NA
2117,Liquor offences,2008,New South Wales,Parramatta,74,NA,NA
2118,Liquor offences,2008,New South Wales,Parramatta,57,NA,NA
2119,Liquor offences,2008,New South Wales,Parramatta,20,NA,NA
2121,Liquor offences,2008,New South Wales,Parramatta,215,NA,NA
2122,Liquor offences,2008,New South Wales,Parramatta,283,NA,NA
2123,Liquor offences,2008,New South Wales,Parramatta,0,NA,NA
2125,Liquor offences,2008,New South Wales,Parramatta,3,NA,NA
2127,Liquor offences,2008,New South Wales,Parramatta,893,NA,NA
2128,Liquor offences,2008,New South Wales,Parramatta,9,NA,NA
2138,Liquor offences,2008,New South Wales,Parramatta,42,NA,NA
2140,Liquor offences,2008,New South Wales,Parramatta,69,NA,NA
2141,Liquor offences,2008,New South Wales,Parramatta,306,NA,NA
2142,Liquor offences,2008,New South Wales,Parramatta,761,NA,NA
2144,Liquor offences,2008,New South Wales,Parramatta,118,NA,NA
2145,Liquor offences,2008,New South Wales,Parramatta,247,NA,NA
2146,Liquor offences,2008,New South Wales,Parramatta,100,NA,NA
2147,Liquor offences,2008,New South Wales,Parramatta,161,NA,NA
2150,Liquor offences,2008,New South Wales,Parramatta,1790,NA,NA
2151,Liquor offences,2008,New South Wales,Parramatta,35,NA,NA
2152,Liquor offences,2008,New South Wales,Parramatta,9,NA,NA
2153,Liquor offences,2008,New South Wales,Parramatta,167,NA,NA
2160,Liquor offences,2008,New South Wales,Parramatta,133,NA,NA
2175,Liquor offences,2008,New South Wales,Penrith,32,NA,NA
2178,Liquor offences,2008,New South Wales,Penrith,11,NA,NA
2555,Liquor offences,2008,New South Wales,Penrith,0,NA,NA
2745,Liquor offences,2008,New South Wales,Penrith,111,NA,NA
2747,Liquor offences,2008,New South Wales,Penrith,204,NA,NA
2748,Liquor offences,2008,New South Wales,Penrith,11,NA,NA
2749,Liquor offences,2008,New South Wales,Penrith,15,NA,NA
2750,Liquor offences,2008,New South Wales,Penrith,1036,NA,NA
2753,Liquor offences,2008,New South Wales,Penrith,181,NA,NA
2756,Liquor offences,2008,New South Wales,Penrith,298,NA,NA
2759,Liquor offences,2008,New South Wales,Penrith,58,NA,NA
2760,Liquor offences,2008,New South Wales,Penrith,365,NA,NA
2765,Liquor offences,2008,New South Wales,Penrith,81,NA,NA
2766,Liquor offences,2008,New South Wales,Penrith,244,NA,NA
2770,Liquor offences,2008,New South Wales,Penrith,347,NA,NA
2773,Liquor offences,2008,New South Wales,Penrith,13,NA,NA
2774,Liquor offences,2008,New South Wales,Penrith,121,NA,NA
2777,Liquor offences,2008,New South Wales,Penrith,239,NA,NA
2787,Liquor offences,2008,New South Wales,Penrith,80,NA,NA
2354,Liquor offences,2008,New South Wales,Port Macquarie-Hastings,122,NA,NA
2424,Liquor offences,2008,New South Wales,Port Macquarie-Hastings,1,NA,NA
2429,Liquor offences,2008,New South Wales,Port Macquarie-Hastings,169,NA,NA
2430,Liquor offences,2008,New South Wales,Port Macquarie-Hastings,354,NA,NA
2439,Liquor offences,2008,New South Wales,Port Macquarie-Hastings,28,NA,NA
2440,Liquor offences,2008,New South Wales,Port Macquarie-Hastings,617,NA,NA
2441,Liquor offences,2008,New South Wales,Port Macquarie-Hastings,36,NA,NA
2443,Liquor offences,2008,New South Wales,Port Macquarie-Hastings,44,NA,NA
2444,Liquor offences,2008,New South Wales,Port Macquarie-Hastings,2663,NA,NA
2445,Liquor offences,2008,New South Wales,Port Macquarie-Hastings,83,NA,NA
2446,Liquor offences,2008,New South Wales,Port Macquarie-Hastings,182,NA,NA
2295,Liquor offences,2008,New South Wales,Port Stephens,31,NA,NA
2314,Liquor offences,2008,New South Wales,Port Stephens,0,NA,NA
2315,Liquor offences,2008,New South Wales,Port Stephens,482,NA,NA
2316,Liquor offences,2008,New South Wales,Port Stephens,42,NA,NA
2317,Liquor offences,2008,New South Wales,Port Stephens,47,NA,NA
2318,Liquor offences,2008,New South Wales,Port Stephens,23,NA,NA
2319,Liquor offences,2008,New South Wales,Port Stephens,38,NA,NA
2320,Liquor offences,2008,New South Wales,Port Stephens,536,NA,NA
2321,Liquor offences,2008,New South Wales,Port Stephens,57,NA,NA
2322,Liquor offences,2008,New South Wales,Port Stephens,56,NA,NA
2324,Liquor offences,2008,New South Wales,Port Stephens,303,NA,NA
2420,Liquor offences,2008,New South Wales,Port Stephens,27,NA,NA
2421,Liquor offences,2008,New South Wales,Port Stephens,10,NA,NA
2536,Liquor offences,2008,New South Wales,Queanbeyan-Palerang Regional,917,NA,NA
2537,Liquor offences,2008,New South Wales,Queanbeyan-Palerang Regional,323,NA,NA
2545,Liquor offences,2008,New South Wales,Queanbeyan-Palerang Regional,26,NA,NA
2580,Liquor offences,2008,New South Wales,Queanbeyan-Palerang Regional,1326,NA,NA
2581,Liquor offences,2008,New South Wales,Queanbeyan-Palerang Regional,14,NA,NA
2619,Liquor offences,2008,New South Wales,Queanbeyan-Palerang Regional,46,NA,NA
2620,Liquor offences,2008,New South Wales,Queanbeyan-Palerang Regional,526,NA,NA
2621,Liquor offences,2008,New South Wales,Queanbeyan-Palerang Regional,64,NA,NA
2622,Liquor offences,2008,New South Wales,Queanbeyan-Palerang Regional,91,NA,NA
2623,Liquor offences,2008,New South Wales,Queanbeyan-Palerang Regional,8,NA,NA
2630,Liquor offences,2008,New South Wales,Queanbeyan-Palerang Regional,410,NA,NA
2017,Liquor offences,2008,New South Wales,Randwick,466,NA,NA
2018,Liquor offences,2008,New South Wales,Randwick,43,NA,NA
2019,Liquor offences,2008,New South Wales,Randwick,132,NA,NA
2021,Liquor offences,2008,New South Wales,Randwick,2161,NA,NA
2022,Liquor offences,2008,New South Wales,Randwick,1143,NA,NA
2024,Liquor offences,2008,New South Wales,Randwick,60,NA,NA
2025,Liquor offences,2008,New South Wales,Randwick,129,NA,NA
2031,Liquor offences,2008,New South Wales,Randwick,772,NA,NA
2032,Liquor offences,2008,New South Wales,Randwick,148,NA,NA
2033,Liquor offences,2008,New South Wales,Randwick,56,NA,NA
2034,Liquor offences,2008,New South Wales,Randwick,992,NA,NA
2035,Liquor offences,2008,New South Wales,Randwick,267,NA,NA
2036,Liquor offences,2008,New South Wales,Randwick,96,NA,NA
2052,Liquor offences,2008,New South Wales,Randwick,61,NA,NA
2460,Liquor offences,2008,New South Wales,Richmond Valley,590,NA,NA
2463,Liquor offences,2008,New South Wales,Richmond Valley,114,NA,NA
2469,Liquor offences,2008,New South Wales,Richmond Valley,48,NA,NA
2470,Liquor offences,2008,New South Wales,Richmond Valley,473,NA,NA
2471,Liquor offences,2008,New South Wales,Richmond Valley,18,NA,NA
2472,Liquor offences,2008,New South Wales,Richmond Valley,10,NA,NA
2473,Liquor offences,2008,New South Wales,Richmond Valley,201,NA,NA
2474,Liquor offences,2008,New South Wales,Richmond Valley,214,NA,NA
2477,Liquor offences,2008,New South Wales,Richmond Valley,60,NA,NA
2480,Liquor offences,2008,New South Wales,Richmond Valley,1208,NA,NA
2066,Liquor offences,2008,New South Wales,Ryde,52,NA,NA
2067,Liquor offences,2008,New South Wales,Ryde,402,NA,NA
2070,Liquor offences,2008,New South Wales,Ryde,18,NA,NA
2071,Liquor offences,2008,New South Wales,Ryde,82,NA,NA
2073,Liquor offences,2008,New South Wales,Ryde,19,NA,NA
2074,Liquor offences,2008,New South Wales,Ryde,28,NA,NA
2109,Liquor offences,2008,New South Wales,Ryde,62,NA,NA
2110,Liquor offences,2008,New South Wales,Ryde,92,NA,NA
2111,Liquor offences,2008,New South Wales,Ryde,127,NA,NA
2112,Liquor offences,2008,New South Wales,Ryde,139,NA,NA
2113,Liquor offences,2008,New South Wales,Ryde,89,NA,NA
2114,Liquor offences,2008,New South Wales,Ryde,82,NA,NA
2115,Liquor offences,2008,New South Wales,Ryde,42,NA,NA
2117,Liquor offences,2008,New South Wales,Ryde,74,NA,NA
2121,Liquor offences,2008,New South Wales,Ryde,215,NA,NA
2122,Liquor offences,2008,New South Wales,Ryde,283,NA,NA
2527,Liquor offences,2008,New South Wales,Shellharbour,291,NA,NA
2528,Liquor offences,2008,New South Wales,Shellharbour,161,NA,NA
2529,Liquor offences,2008,New South Wales,Shellharbour,797,NA,NA
2530,Liquor offences,2008,New South Wales,Shellharbour,396,NA,NA
2533,Liquor offences,2008,New South Wales,Shellharbour,558,NA,NA
2574,Liquor offences,2008,New South Wales,Shellharbour,34,NA,NA
2577,Liquor offences,2008,New South Wales,Shellharbour,293,NA,NA
2534,Liquor offences,2008,New South Wales,Shoalhaven,56,NA,NA
2535,Liquor offences,2008,New South Wales,Shoalhaven,195,NA,NA
2536,Liquor offences,2008,New South Wales,Shoalhaven,917,NA,NA
2538,Liquor offences,2008,New South Wales,Shoalhaven,120,NA,NA
2539,Liquor offences,2008,New South Wales,Shoalhaven,565,NA,NA
2540,Liquor offences,2008,New South Wales,Shoalhaven,845,NA,NA
2541,Liquor offences,2008,New South Wales,Shoalhaven,951,NA,NA
2577,Liquor offences,2008,New South Wales,Shoalhaven,293,NA,NA
2579,Liquor offences,2008,New South Wales,Shoalhaven,19,NA,NA
2580,Liquor offences,2008,New South Wales,Shoalhaven,1326,NA,NA
2622,Liquor offences,2008,New South Wales,Shoalhaven,91,NA,NA
2311,Liquor offences,2008,New South Wales,Singleton,2,NA,NA
2320,Liquor offences,2008,New South Wales,Singleton,536,NA,NA
2321,Liquor offences,2008,New South Wales,Singleton,57,NA,NA
2325,Liquor offences,2008,New South Wales,Singleton,303,NA,NA
2328,Liquor offences,2008,New South Wales,Singleton,88,NA,NA
2330,Liquor offences,2008,New South Wales,Singleton,288,NA,NA
2331,Liquor offences,2008,New South Wales,Singleton,0,NA,NA
2333,Liquor offences,2008,New South Wales,Singleton,348,NA,NA
2334,Liquor offences,2008,New South Wales,Singleton,32,NA,NA
2335,Liquor offences,2008,New South Wales,Singleton,54,NA,NA
2336,Liquor offences,2008,New South Wales,Singleton,31,NA,NA
2421,Liquor offences,2008,New South Wales,Singleton,10,NA,NA
2756,Liquor offences,2008,New South Wales,Singleton,298,NA,NA
2849,Liquor offences,2008,New South Wales,Singleton,47,NA,NA
2545,Liquor offences,2008,New South Wales,Snowy Monaro Regional,26,NA,NA
2546,Liquor offences,2008,New South Wales,Snowy Monaro Regional,269,NA,NA
2550,Liquor offences,2008,New South Wales,Snowy Monaro Regional,316,NA,NA
2551,Liquor offences,2008,New South Wales,Snowy Monaro Regional,172,NA,NA
2611,Liquor offences,2008,New South Wales,Snowy Monaro Regional,0,NA,NA
2620,Liquor offences,2008,New South Wales,Snowy Monaro Regional,526,NA,NA
2621,Liquor offences,2008,New South Wales,Snowy Monaro Regional,64,NA,NA
2622,Liquor offences,2008,New South Wales,Snowy Monaro Regional,91,NA,NA
2623,Liquor offences,2008,New South Wales,Snowy Monaro Regional,8,NA,NA
2625,Liquor offences,2008,New South Wales,Snowy Monaro Regional,144,NA,NA
2626,Liquor offences,2008,New South Wales,Snowy Monaro Regional,5,NA,NA
2627,Liquor offences,2008,New South Wales,Snowy Monaro Regional,869,NA,NA
2628,Liquor offences,2008,New South Wales,Snowy Monaro Regional,24,NA,NA
2629,Liquor offences,2008,New South Wales,Snowy Monaro Regional,22,NA,NA
2630,Liquor offences,2008,New South Wales,Snowy Monaro Regional,410,NA,NA
2631,Liquor offences,2008,New South Wales,Snowy Monaro Regional,16,NA,NA
2632,Liquor offences,2008,New South Wales,Snowy Monaro Regional,50,NA,NA
2633,Liquor offences,2008,New South Wales,Snowy Monaro Regional,2,NA,NA
2642,Liquor offences,2008,New South Wales,Snowy Monaro Regional,37,NA,NA
